StudentID,Gender,Age,Major,MathGrade,ScienceGrade,EnglishGrade,AttendancePercentage,StudyHoursPerWeek,OverallStatus,EnrollmentDate
STU2108,Other,20,English,77.94,83.31,74.1,66.11,7.6,Pass,2023-12-16
STU2109,Female,18,Chemistry,55.15,63.61,75.55,83.22,28.3,Pass,2021-02-16
STU2110,Other,22,Electrical Engineering,81.36,60.4,85.6,83.24,29.9,Pass,2024-12-18
STU2111,Female,16,Mathematics,76.99,59.52,77.22,96.32,13.8,Pass,2022-09-28
STU2112,Male,19,Biology,83.22,99.99,81.86,65.34,22.6,Pass,2022-09-17
STU2113,Male,16,Economics,67.34,94.56,92.48,85.17,20.0,Pass,2023-03-21
STU2114,Other,18,Computer Science,80.31,42.08,80.33,61.64,8.0,Pass,2021-11-27
STU2115,Male,21,Computer Science,71.33,61.1,80.07,67.71,19.3,Pass,2021-08-02
STU2116,Other,20,Mechanical Engineering,82.32,71.88,85.59,83.75,24.5,Pass,2023-02-06
STU2117,Female,22,Civil Engineering,90.94,82.61,70.62,87.06,14.6,Pass,2023-11-04
STU2118,Male,21,Electrical Engineering,80.03,65.25,76.33,64.06,8.5,Pass,2023-08-31
STU2119,Female,21,Mechanical Engineering,70.26,73.12,92.79,72.76,7.4,Pass,2024-07-22
STU2120,Other,20,Physics,77.41,68.94,80.36,66.54,24.5,Pass,2020-03-13
STU2121,Other,16,Biology,85.02,65.05,73.85,71.6,10.4,Pass,2020-01-31
STU2122,Other,19,Computer Science,53.75,58.51,75.03,77.11,20.3,Pass,2022-06-17
STU2123,Female,18,English,61.91,73.44,62.41,81.84,8.3,Pass,2022-03-17
STU2124,Female,20,English,72.85,73.76,88.74,68.79,22.2,Pass,2021-03-11
STU2125,Female,17,Computer Science,81.11,79.15,89.58,90.99,11.2,Pass,2021-05-17
STU2126,Male,20,Economics,75.19,59.22,81.91,92.94,5.2,Pass,2023-09-02
STU2127,Other,19,Economics,69.88,73.83,74.14,72.32,24.2,Pass,2021-01-26
STU2128,Other,18,Chemistry,67.68,88.39,81.64,72.14,27.1,Pass,2021-11-07
STU2129,Female,20,Mathematics,92.01,68.11,83.09,85.0,29.7,Pass,2020-01-02
STU2130,Male,19,English,68.05,51.76,80.91,85.87,23.0,Pass,2024-11-13
STU2131,Male,18,Chemistry,90.62,57.72,79.31,74.5,5.2,Pass,2024-11-01
STU2132,Other,20,Electrical Engineering,75.1,81.96,76.23,72.41,29.3,Pass,2023-02-23
STU2133,Male,16,Computer Science,84.65,65.92,84.18,79.55,11.8,Pass,2020-06-29
STU2134,Male,19,Mathematics,83.9,86.68,68.54,79.07,25.2,Pass,2021-03-21
STU2135,Other,17,Civil Engineering,71.44,63.11,73.48,75.83,19.8,Pass,2021-11-02
STU2136,Male,20,Chemistry,76.8,79.12,78.85,99.88,18.0,Pass,2021-08-05
STU2137,Female,20,History,90.09,51.44,85.5,88.11,7.8,Pass,2020-02-03
STU2138,Other,20,Biology,75.51,60.53,81.43,87.66,19.9,Pass,2024-11-16
STU2139,Male,22,Psychology,78.51,59.2,77.83,61.27,5.2,Pass,2024-12-04
STU2140,Male,17,English,67.44,60.94,77.14,87.62,9.1,Pass,2024-04-02
STU2141,Male,21,Chemistry,56.33,97.77,75.32,74.37,8.6,Pass,2023-11-25
STU2142,Male,17,Mathematics,75.49,53.4,71.9,80.56,5.9,Pass,2024-02-05
STU2143,Male,21,History,79.53,65.08,93.32,78.35,20.9,Pass,2021-07-29
STU2144,Other,21,Electrical Engineering,83.64,90.76,83.02,66.0,29.8,Pass,2020-04-03
STU2145,Male,22,Biology,71.65,67.21,80.04,62.28,30.0,Pass,2022-06-23
STU2146,Female,18,History,89.31,73.43,86.12,95.36,9.6,Pass,2023-09-27
STU2147,Female,19,Psychology,62.12,60.59,78.65,63.82,12.8,Pass,2024-02-07
STU2148,Female,20,Electrical Engineering,70.75,69.64,75.23,87.48,20.3,Pass,2024-10-18
STU2149,Female,19,English,82.87,64.45,77.29,92.09,9.3,Pass,2023-09-24
STU2150,Female,22,Physics,53.57,70.99,79.34,96.93,23.7,Pass,2022-04-04
STU2151,Male,20,Electrical Engineering,73.55,63.28,81.6,73.45,7.6,Pass,2023-03-07
STU2152,Female,21,Mathematics,64.51,68.61,79.97,73.81,13.9,Pass,2021-01-24
STU2153,Other,19,Chemistry,58.08,98.47,86.08,82.28,24.9,Pass,2021-10-27
STU2154,Other,21,Chemistry,79.02,66.81,74.4,64.05,5.1,Pass,2022-08-01
STU2155,Other,18,Biology,74.48,67.71,75.92,81.72,22.6,Pass,2022-05-08
STU2156,Female,17,Civil Engineering,64.15,66.86,84.86,92.66,16.8,Pass,2024-03-30
STU2157,Other,18,Chemistry,55.93,61.43,77.45,75.59,7.7,Pass,2022-08-11
STU2158,Other,21,Physics,70.14,62.67,71.66,94.78,27.1,Pass,2021-02-26
STU2159,Male,18,Computer Science,83.6,60.65,76.25,69.65,5.4,Pass,2024-09-18
STU2160,Male,21,Computer Science,71.76,53.67,82.58,88.45,24.0,Pass,2020-10-24
STU2161,Male,18,Chemistry,87.64,85.26,96.27,95.02,22.3,Pass,2023-12-31
STU2162,Female,20,Electrical Engineering,77.0,60.99,70.38,76.97,9.6,Pass,2023-01-28
STU2163,Female,16,Physics,48.49,58.65,88.74,95.53,8.0,Pass,2022-07-03
STU2164,Female,20,History,49.62,70.58,83.89,64.68,9.2,Pass,2022-06-02
STU2165,Female,20,Electrical Engineering,91.56,56.59,60.05,72.88,22.3,Pass,2023-03-23
STU2166,Other,17,Psychology,74.81,60.8,72.7,64.82,20.0,Pass,2022-02-12
STU2167,Male,18,Biology,76.43,73.49,79.99,77.65,24.5,Pass,2021-05-09
STU2168,Female,22,Economics,81.9,52.9,86.15,99.45,24.3,Pass,2024-07-01
STU2169,Other,19,Chemistry,68.5,74.11,76.63,63.98,16.2,Pass,2024-09-11
STU2170,Other,18,Mathematics,71.51,79.32,74.83,67.89,26.7,Pass,2021-07-22
STU2171,Male,20,Civil Engineering,79.9,63.41,79.98,92.9,6.0,Pass,2021-05-29
STU2172,Other,18,Electrical Engineering,72.2,53.34,79.68,61.26,19.9,Pass,2022-02-02
STU2173,Other,19,Mathematics,75.71,54.17,81.94,66.22,26.6,Pass,2024-04-19
STU2174,Other,20,Chemistry,86.59,71.29,71.82,71.13,27.2,Pass,2021-12-19
STU2175,Other,20,Economics,70.78,51.85,90.86,97.59,28.8,Pass,2023-03-12
STU2176,Female,21,Chemistry,93.4,62.35,77.76,66.83,11.1,Pass,2020-06-21
STU2177,Male,18,Chemistry,76.36,63.61,95.73,72.17,25.1,Pass,2023-12-10
STU2178,Male,21,Physics,68.13,75.14,82.86,90.22,28.0,Pass,2022-12-19
STU2179,Other,20,Computer Science,89.86,68.87,64.51,61.87,7.6,Pass,2022-05-30
STU2180,Female,16,English,80.26,53.47,84.86,69.08,22.9,Pass,2020-05-28
STU2181,Male,18,Electrical Engineering,68.27,70.73,93.29,64.35,21.5,Pass,2021-02-01
STU2182,Female,18,Computer Science,81.65,63.61,88.74,68.78,27.2,Pass,2020-06-13
STU2183,Other,18,Computer Science,64.87,74.19,76.46,99.43,18.7,Pass,2023-04-20
STU2184,Female,16,Computer Science,76.67,73.1,78.49,80.38,7.6,Pass,2021-10-16
STU2185,Other,21,Biology,78.44,70.48,80.06,66.48,8.0,Pass,2023-08-17
STU2186,Female,20,History,68.86,82.59,66.48,98.03,10.9,Pass,2024-01-21
STU2187,Female,19,Electrical Engineering,64.97,59.73,88.8,64.84,14.5,Pass,2023-12-06
STU2188,Other,22,Chemistry,71.3,66.61,75.83,92.3,21.0,Pass,2022-06-04
STU2189,Other,17,Biology,70.85,60.48,83.48,72.42,6.2,Pass,2023-05-13
STU2190,Female,17,Computer Science,66.11,65.22,68.28,79.76,9.4,Pass,2024-10-03
STU2191,Other,20,Psychology,69.4,73.9,85.98,81.19,29.0,Pass,2024-07-26
STU2192,Female,16,English,76.03,61.68,71.07,79.1,15.3,Pass,2020-05-04
STU2193,Other,19,Economics,74.87,54.14,73.1,65.33,28.8,Pass,2024-10-01
STU2194,Other,19,English,69.55,57.81,74.92,69.79,21.3,Pass,2023-12-14
STU2195,Male,18,Mathematics,74.0,49.16,76.76,71.96,10.1,Pass,2023-04-02
STU2196,Male,16,Mathematics,86.4,67.86,81.98,76.76,5.4,Pass,2021-04-26
STU2197,Other,21,Chemistry,70.41,63.39,69.29,91.14,9.5,Pass,2020-11-04
STU2198,Male,18,Mathematics,79.21,49.04,80.72,82.6,16.4,Pass,2021-07-05
STU2199,Other,19,Electrical Engineering,64.1,62.13,92.41,72.37,27.6,Pass,2022-04-15
STU2200,Female,21,Mechanical Engineering,58.11,86.51,82.05,76.11,23.7,Pass,2024-01-23
STU2201,Male,19,Physics,53.87,54.46,84.94,68.55,26.4,Pass,2022-09-02
STU2202,Male,19,English,77.19,59.03,89.9,85.99,26.8,Pass,2022-05-04
STU2203,Female,18,English,75.84,84.13,85.17,82.32,21.9,Pass,2023-03-15
STU2204,Other,19,Mathematics,59.47,62.49,88.56,98.84,24.4,Pass,2022-07-17
STU2205,Female,20,Electrical Engineering,65.63,81.18,90.06,65.68,7.8,Pass,2022-09-20
STU2206,Other,20,Mathematics,55.08,56.11,85.6,92.82,5.1,Pass,2024-08-12
STU2207,Male,22,Electrical Engineering,77.95,68.76,76.27,68.66,28.9,Pass,2020-04-26
STU2208,Female,18,Chemistry,74.17,69.63,77.02,75.53,28.2,Pass,2020-02-21
STU2209,Other,16,Mathematics,73.94,76.95,85.28,77.11,6.9,Pass,2024-08-10
STU2210,Male,19,Chemistry,56.21,69.05,77.52,78.09,21.2,Pass,2021-12-29
STU2211,Female,20,Mechanical Engineering,91.07,65.9,61.73,94.17,8.2,Pass,2021-01-29
STU2212,Other,16,Civil Engineering,73.92,56.18,96.7,61.86,28.3,Pass,2023-05-25
STU2213,Female,19,Civil Engineering,97.89,74.33,65.19,61.65,24.1,Pass,2021-12-08
STU2214,Other,22,Computer Science,70.24,75.37,82.38,96.18,15.3,Pass,2020-02-14
STU2215,Other,21,Mathematics,71.52,77.81,76.21,89.99,29.2,Pass,2022-01-15
STU2216,Female,16,Psychology,87.42,50.44,73.48,74.42,21.0,Pass,2020-12-09
STU2217,Other,17,English,73.53,75.1,67.2,65.88,20.2,Pass,2023-10-09
STU2218,Female,19,Psychology,73.34,71.22,82.79,66.06,10.2,Pass,2020-10-23
STU2219,Male,21,English,88.79,80.49,80.57,99.89,21.3,Pass,2023-06-27
STU2220,Other,22,Electrical Engineering,73.11,72.93,80.36,84.31,25.8,Pass,2024-12-28
STU2221,Other,19,Mathematics,74.56,69.02,86.6,80.17,22.5,Pass,2022-08-31
STU2222,Male,19,Economics,73.61,62.27,93.12,99.59,22.3,Pass,2022-04-04
STU2223,Other,17,Civil Engineering,67.36,98.08,79.74,86.47,21.7,Pass,2021-11-30
STU2224,Other,19,Computer Science,80.63,73.81,59.9,72.11,5.5,Pass,2024-01-19
STU2225,Female,22,English,71.44,59.6,90.93,75.29,16.5,Pass,2024-12-03
STU2226,Male,22,Computer Science,84.6,69.92,85.4,89.06,5.8,Pass,2024-01-11
STU2227,Other,16,Electrical Engineering,87.94,76.1,84.49,90.55,5.6,Pass,2020-04-04
STU2228,Male,22,English,85.81,66.97,82.68,65.81,10.1,Pass,2023-12-06
STU2229,Male,16,Electrical Engineering,87.5,70.2,82.81,73.45,10.9,Pass,2023-06-06
STU2230,Male,20,Chemistry,65.37,73.66,86.39,98.25,14.2,Pass,2020-09-19
STU2231,Female,20,Physics,68.71,65.65,78.4,74.22,25.1,Pass,2021-04-25
STU2232,Male,21,Computer Science,65.83,67.57,68.86,82.71,13.2,Pass,2022-05-30
STU2233,Other,20,Psychology,69.3,89.77,87.57,91.04,27.9,Pass,2021-06-22
STU2234,Other,16,Mathematics,93.58,76.14,65.62,64.36,11.1,Pass,2024-06-15
STU2235,Female,17,Psychology,61.99,66.61,74.13,80.3,21.0,Pass,2021-03-20
STU2236,Other,18,Civil Engineering,95.01,65.49,81.59,98.02,11.5,Pass,2020-03-09
STU2237,Other,19,Mechanical Engineering,80.13,58.72,87.43,67.93,29.0,Pass,2023-05-22
STU2238,Male,16,Psychology,82.17,86.73,80.14,81.92,24.0,Pass,2024-04-10
STU2239,Other,17,Chemistry,84.57,77.87,77.42,87.35,13.8,Pass,2024-05-01
STU2240,Male,20,Civil Engineering,75.9,66.08,77.79,67.58,18.7,Pass,2022-01-28
STU2241,Female,21,Psychology,51.84,73.11,91.1,89.28,27.2,Pass,2020-06-16
STU2242,Other,18,History,72.28,52.39,72.44,99.16,27.4,Pass,2022-01-01
STU2243,Other,20,English,75.56,67.2,86.07,66.95,27.9,Pass,2020-10-15
STU2244,Female,17,Computer Science,69.96,75.23,88.36,75.45,24.6,Pass,2020-10-03
STU2245,Male,18,History,68.43,84.75,87.09,87.13,18.7,Pass,2022-10-28
STU2246,Male,19,Economics,74.29,65.33,93.96,67.59,29.7,Pass,2023-02-07
STU2247,Female,16,History,67.23,75.95,81.93,81.47,29.9,Pass,2020-01-08
STU2248,Female,18,Mechanical Engineering,64.43,88.62,87.65,90.67,16.3,Pass,2024-06-21
STU2249,Male,22,Physics,79.94,70.84,71.66,72.96,14.5,Pass,2023-07-03
STU2250,Male,22,Chemistry,97.57,59.98,89.73,66.92,10.9,Pass,2024-02-08
STU2251,Other,22,Mathematics,81.62,64.38,76.97,73.06,5.3,Pass,2022-03-05
STU2252,Male,19,Chemistry,81.38,84.84,80.68,72.69,16.0,Pass,2021-05-07
STU2253,Male,19,Chemistry,84.85,56.55,63.96,61.11,27.4,Pass,2022-07-01
STU2254,Other,17,English,70.97,71.39,78.25,98.6,11.6,Pass,2023-10-15
STU2255,Female,19,Psychology,66.27,71.56,79.81,66.52,27.7,Pass,2023-10-12
STU2256,Other,22,English,66.28,68.88,85.07,96.95,7.6,Pass,2020-10-17
STU2257,Female,17,History,60.35,67.27,83.05,95.4,5.6,Pass,2022-02-03
STU2258,Male,18,Psychology,72.97,64.72,80.38,87.7,26.2,Pass,2022-12-29
STU2259,Female,16,Civil Engineering,79.32,43.08,70.84,99.36,10.4,Pass,2022-12-01
STU2260,Male,20,Mechanical Engineering,82.33,31.52,84.2,76.61,6.3,Pass,2022-02-03
STU2261,Female,22,Mechanical Engineering,85.19,71.36,59.95,93.78,6.2,Pass,2024-08-10
STU2262,Male,22,English,71.38,58.82,79.19,75.13,12.4,Pass,2021-10-15
STU2263,Male,18,History,68.71,56.65,88.78,96.51,26.1,Pass,2022-10-26
STU2264,Female,21,Electrical Engineering,83.81,58.71,81.76,83.98,10.3,Pass,2020-09-13
STU2265,Other,17,Mathematics,85.36,60.63,81.64,75.65,22.1,Pass,2020-06-10
STU2266,Other,16,Mathematics,61.91,58.28,82.03,66.96,5.1,Pass,2023-04-25
STU2267,Female,20,Economics,69.97,62.76,81.8,88.45,14.9,Pass,2020-04-15
STU2268,Female,19,Civil Engineering,78.62,55.0,73.95,85.74,7.0,Pass,2020-02-23
STU2269,Other,22,English,77.26,83.15,82.77,60.21,20.4,Pass,2021-04-22
STU2270,Male,21,History,77.91,90.34,84.89,86.53,29.0,Pass,2021-06-13
STU2271,Other,17,Economics,70.4,56.19,73.74,91.08,21.3,Pass,2021-11-06
STU2272,Male,22,Chemistry,90.81,86.86,79.16,74.44,10.4,Pass,2022-07-11
STU2273,Female,18,History,70.88,83.28,77.37,93.75,18.5,Pass,2020-03-22
STU2274,Other,22,Civil Engineering,81.3,71.77,96.41,91.11,27.3,Pass,2020-04-13
STU2275,Other,17,Electrical Engineering,72.67,69.21,66.53,93.74,8.0,Pass,2024-11-10
STU2276,Other,17,Biology,73.74,67.87,82.52,74.8,25.0,Pass,2023-01-29
STU2277,Female,18,Civil Engineering,78.35,63.75,72.68,68.62,19.1,Pass,2022-11-29
STU2278,Other,19,Computer Science,88.15,62.98,89.96,84.94,17.4,Pass,2020-02-16
STU2279,Male,16,Civil Engineering,78.0,70.61,81.45,70.96,16.1,Pass,2023-01-23
STU2280,Other,21,Civil Engineering,86.65,79.82,85.23,73.9,27.7,Pass,2024-12-10
STU2281,Male,18,Mathematics,88.17,55.51,68.74,71.91,20.6,Pass,2021-08-09
STU2282,Female,20,Mechanical Engineering,72.38,83.3,71.9,70.22,28.2,Pass,2022-11-03
STU2283,Female,17,Physics,86.06,48.65,75.19,96.58,26.0,Pass,2021-05-08
STU2284,Other,21,Chemistry,42.61,45.44,94.39,97.71,24.4,Fail,2023-05-25
STU2285,Female,16,Psychology,68.64,78.94,80.81,72.1,13.2,Pass,2023-05-22
STU2286,Other,19,English,86.93,79.77,81.27,78.51,7.5,Pass,2021-11-11
STU2287,Other,20,Chemistry,97.56,67.31,76.04,68.51,9.8,Pass,2022-06-07
STU2288,Male,17,English,84.85,59.29,71.79,80.44,5.6,Pass,2024-10-23
STU2289,Other,19,Economics,79.73,46.89,83.7,93.92,21.0,Pass,2020-01-14
STU2290,Other,18,Civil Engineering,73.54,71.54,76.98,73.75,27.7,Pass,2020-07-30
STU2291,Male,20,English,98.33,86.11,69.31,79.18,25.4,Pass,2023-05-07
STU2292,Male,22,Psychology,75.42,72.45,86.38,66.65,28.1,Pass,2022-05-15
STU2293,Female,22,Electrical Engineering,88.39,64.19,80.26,83.64,21.0,Pass,2022-12-05
STU2294,Male,18,History,71.95,91.57,79.55,63.17,10.9,Pass,2023-01-12
STU2295,Other,22,Civil Engineering,71.27,57.8,95.45,62.5,9.3,Pass,2020-09-26
STU2296,Male,19,Computer Science,83.85,74.38,79.28,73.5,9.6,Pass,2023-09-17
STU2297,Male,20,Civil Engineering,87.05,54.65,56.94,62.67,25.5,Pass,2021-08-27
STU2298,Male,22,Biology,85.03,59.92,79.06,99.42,12.5,Pass,2024-11-10
STU2299,Other,18,English,62.38,66.86,75.69,71.83,15.6,Pass,2024-01-15
STU2300,Female,22,Psychology,81.97,89.71,73.99,89.88,25.9,Pass,2020-09-09
STU2301,Other,17,Biology,67.6,64.74,94.25,99.05,20.3,Pass,2024-02-17
STU2302,Other,18,Economics,70.18,67.76,73.02,98.8,26.9,Pass,2022-08-17
STU2303,Male,20,Civil Engineering,82.69,66.22,80.47,69.72,27.2,Pass,2023-08-26
STU2304,Other,19,Civil Engineering,75.43,39.85,75.62,82.32,6.3,Fail,2021-09-14
STU2305,Male,20,History,59.48,86.41,83.72,87.55,9.3,Pass,2021-10-12
STU2306,Female,20,Mechanical Engineering,98.74,73.42,72.07,63.79,20.7,Pass,2021-02-07
STU2307,Female,16,English,72.95,73.23,79.45,92.09,12.4,Pass,2021-11-22
STU2308,Male,22,Physics,73.42,84.07,77.86,78.72,9.7,Pass,2022-07-25
STU2309,Other,21,Computer Science,61.79,65.67,70.9,66.15,13.9,Pass,2022-10-27
STU2310,Female,22,Mechanical Engineering,64.67,70.85,88.66,80.56,5.1,Pass,2023-11-19
STU2311,Male,16,Chemistry,77.61,79.35,80.02,74.74,21.3,Pass,2024-06-28
STU2312,Female,17,Chemistry,60.58,69.2,63.36,60.28,28.5,Pass,2023-12-15
STU2313,Male,20,Biology,92.38,77.12,77.69,86.67,16.9,Pass,2021-02-26
STU2314,Female,19,Civil Engineering,62.31,56.91,100.0,87.11,18.5,Pass,2020-06-11
STU2315,Female,21,English,55.35,77.69,72.64,94.53,8.0,Pass,2023-10-16
STU2316,Female,20,Electrical Engineering,87.32,72.93,75.66,60.86,28.9,Pass,2022-06-04
STU2317,Male,19,Biology,61.24,62.88,70.53,90.3,29.0,Pass,2022-02-26
STU2318,Male,16,Psychology,73.73,68.32,78.05,85.36,11.9,Pass,2022-04-06
STU2319,Male,21,Civil Engineering,71.18,89.96,90.42,78.41,22.6,Pass,2020-01-24
STU2320,Female,17,Chemistry,71.49,76.18,80.3,93.35,13.3,Pass,2024-12-16
STU2321,Male,21,Mathematics,79.97,58.28,74.65,91.08,10.7,Pass,2020-06-18
STU2322,Male,21,English,83.07,88.86,81.55,68.28,24.8,Pass,2021-07-12
STU2323,Male,17,Mathematics,77.74,77.88,74.06,80.75,9.2,Pass,2022-05-19
STU2324,Other,18,Psychology,75.13,87.07,62.01,78.28,5.3,Pass,2020-01-01
STU2325,Male,20,Physics,95.64,63.05,83.54,64.61,20.9,Pass,2022-08-18
STU2326,Female,22,Psychology,65.78,76.73,66.74,77.55,21.5,Pass,2020-08-06
STU2327,Female,18,Physics,84.11,58.38,93.63,95.33,18.4,Pass,2020-08-20
STU2328,Male,20,Electrical Engineering,81.5,72.26,74.61,87.17,17.8,Pass,2023-07-08
STU2329,Male,21,English,87.01,63.75,79.48,60.21,20.3,Pass,2023-09-15
STU2330,Female,22,Mechanical Engineering,81.18,78.25,73.13,63.49,14.7,Pass,2024-02-03
STU2331,Female,20,Mathematics,49.74,78.32,93.86,69.27,28.8,Pass,2021-12-28
STU2332,Female,16,Mathematics,76.6,46.77,75.52,91.2,16.1,Pass,2024-11-06
STU2333,Male,21,Psychology,84.59,59.8,85.92,84.5,28.8,Pass,2021-01-05
STU2334,Other,22,Civil Engineering,76.97,86.15,73.7,98.9,27.0,Pass,2022-01-16
STU2335,Female,17,English,82.96,56.64,77.57,91.01,13.1,Pass,2024-01-03
STU2336,Other,19,Mathematics,87.07,78.58,90.49,72.96,20.3,Pass,2021-06-29
STU2337,Male,18,Civil Engineering,85.52,66.99,85.77,72.51,8.4,Pass,2024-09-02
STU2338,Male,17,History,89.36,61.78,86.12,70.51,22.4,Pass,2024-08-16
STU2339,Other,21,History,73.69,97.13,78.42,83.95,13.8,Pass,2024-09-03
STU2340,Male,20,Physics,82.3,83.06,78.9,91.55,22.8,Pass,2020-03-28
STU2341,Male,22,Psychology,83.35,50.47,90.11,71.15,29.3,Pass,2024-05-27
STU2342,Other,19,Mechanical Engineering,89.63,79.76,83.86,72.81,6.6,Pass,2020-10-21
STU2343,Female,21,Electrical Engineering,74.78,50.03,67.3,63.02,23.4,Fail,2024-05-11
STU2344,Male,17,Civil Engineering,69.27,53.68,94.48,70.8,9.9,Pass,2022-12-23
STU2345,Other,19,Mathematics,78.93,66.75,89.71,84.06,23.5,Pass,2020-11-02
STU2346,Female,21,Computer Science,65.16,62.71,74.3,83.09,20.3,Pass,2021-05-23
STU2347,Female,18,English,61.31,74.95,87.26,90.41,9.1,Pass,2020-06-06
STU2348,Female,17,Psychology,56.99,64.65,100.0,77.35,21.2,Pass,2022-07-12
STU2349,Female,21,Computer Science,56.04,85.4,78.0,84.65,25.4,Pass,2024-05-21
STU2350,Other,19,Biology,73.34,74.93,79.52,68.01,13.6,Pass,2023-10-20
STU2351,Other,21,Chemistry,90.89,87.56,80.29,66.41,13.0,Pass,2020-05-30
STU2352,Female,18,History,79.56,83.44,76.53,76.92,9.3,Pass,2022-10-11
STU2353,Female,19,Chemistry,73.18,76.23,91.36,63.39,8.1,Pass,2020-12-06
STU2354,Other,16,Electrical Engineering,77.02,72.69,82.27,93.59,10.8,Pass,2023-07-21
STU2355,Male,19,Physics,70.67,83.17,85.92,96.57,25.9,Pass,2022-07-09
STU2356,Male,22,Psychology,82.35,68.92,88.66,62.6,19.7,Pass,2024-07-28
STU2357,Other,20,Economics,78.3,89.75,65.17,91.9,28.6,Pass,2021-03-29
STU2358,Male,16,Computer Science,75.27,68.78,100.0,69.23,6.3,Pass,2020-01-14
STU2359,Other,16,Biology,73.35,52.42,83.55,94.34,26.1,Pass,2020-09-14
STU2360,Other,19,Physics,56.19,67.06,87.2,81.45,16.3,Pass,2023-07-17
STU2361,Female,20,Civil Engineering,69.1,78.21,79.05,85.54,24.2,Pass,2022-09-17
STU2362,Male,21,Biology,84.02,40.88,79.92,63.06,23.1,Pass,2020-09-26
STU2363,Female,20,Electrical Engineering,81.64,67.19,72.49,71.11,19.7,Pass,2020-01-16
STU2364,Female,21,English,84.17,67.42,79.58,66.73,16.5,Pass,2022-10-10
STU2365,Female,22,Chemistry,69.83,66.82,66.49,86.84,8.0,Pass,2020-10-02
STU2366,Male,16,English,75.78,64.98,73.52,67.07,25.2,Pass,2023-07-22
STU2367,Male,18,History,87.64,67.45,100.0,66.03,15.6,Pass,2021-09-22
STU2368,Female,17,Psychology,76.8,72.46,84.6,68.66,9.6,Pass,2024-10-23
STU2369,Other,21,Biology,87.38,50.13,66.36,76.16,18.9,Pass,2020-07-24
STU2370,Female,19,Economics,92.27,67.94,80.87,69.05,5.2,Pass,2023-02-03
STU2371,Male,20,Psychology,76.14,65.47,95.63,80.38,22.6,Pass,2020-01-13
STU2372,Female,18,Biology,78.45,50.91,88.73,95.63,11.3,Pass,2020-02-04
STU2373,Male,22,English,67.57,80.9,89.21,93.11,19.6,Pass,2021-04-28
STU2374,Male,17,Mechanical Engineering,64.93,73.89,83.51,88.22,18.4,Pass,2020-07-09
STU2375,Male,21,Biology,72.85,71.82,79.22,95.86,14.3,Pass,2023-05-09
STU2376,Female,19,Economics,92.42,58.72,97.01,76.74,16.9,Pass,2020-05-22
STU2377,Male,17,Mathematics,80.67,58.73,79.35,93.9,9.8,Pass,2022-06-06
STU2378,Female,18,English,79.96,61.03,70.27,79.74,11.2,Pass,2020-06-03
STU2379,Female,17,Economics,81.5,72.46,80.2,96.56,9.6,Pass,2023-02-11
STU2380,Male,16,Electrical Engineering,70.17,62.09,81.05,75.66,16.0,Pass,2023-01-19
STU2381,Female,17,Chemistry,96.06,61.22,97.36,91.01,18.9,Pass,2022-04-18
STU2382,Other,22,Economics,73.8,81.35,78.58,85.85,27.1,Pass,2022-03-15
STU2383,Other,16,English,77.81,65.59,66.81,77.41,15.7,Pass,2023-08-30
STU2384,Male,19,Economics,81.49,46.66,94.87,79.6,29.2,Pass,2024-08-27
STU2385,Male,21,Biology,66.98,69.78,84.21,76.35,8.9,Pass,2022-07-04
STU2386,Female,20,Civil Engineering,76.04,68.95,81.98,76.55,14.4,Pass,2020-06-08
STU2387,Other,16,Civil Engineering,82.0,64.68,72.34,60.18,17.7,Pass,2021-04-17
STU2388,Female,18,History,79.21,56.17,72.79,91.26,27.5,Pass,2021-12-28
STU2389,Female,22,Computer Science,81.39,56.01,86.3,72.91,25.1,Pass,2021-01-21
STU2390,Female,17,Psychology,72.28,70.8,72.11,97.81,11.2,Pass,2024-06-30
STU2391,Male,19,Economics,81.43,67.26,75.43,65.48,22.1,Pass,2022-12-06
STU2392,Male,18,Mathematics,76.78,68.53,93.98,88.98,10.3,Pass,2022-01-08
STU2393,Male,17,Computer Science,68.21,49.42,83.48,87.26,12.7,Pass,2022-12-06
STU2394,Female,16,Civil Engineering,86.92,83.45,74.32,76.47,8.8,Pass,2022-10-13
STU2395,Other,20,Chemistry,76.97,54.36,82.71,94.08,28.2,Pass,2020-11-10
STU2396,Female,18,Psychology,76.78,72.55,84.39,71.68,11.5,Pass,2020-09-29
STU2397,Male,21,History,66.53,67.79,84.8,90.71,8.7,Pass,2024-03-31
STU2398,Female,20,Psychology,63.66,68.1,81.11,93.69,10.4,Pass,2020-04-28
STU2399,Male,20,Psychology,79.21,63.19,78.1,95.64,15.7,Pass,2022-02-08
STU2400,Female,22,Computer Science,82.46,48.87,79.5,72.14,22.2,Pass,2023-03-07
STU2401,Other,17,Psychology,76.1,86.58,84.16,99.24,11.4,Pass,2022-05-24
STU2402,Female,21,Electrical Engineering,62.98,72.64,87.25,68.65,26.4,Pass,2020-06-09
STU2403,Other,20,English,54.81,49.04,75.51,94.0,5.3,Pass,2023-11-03
STU2404,Female,20,Chemistry,63.41,65.39,84.77,88.95,28.7,Pass,2021-04-01
STU2405,Female,20,Biology,56.21,67.61,78.97,92.79,27.8,Pass,2020-02-10
STU2406,Male,17,Biology,67.2,67.65,84.9,79.62,15.5,Pass,2021-08-27
